study,pmid,doi,vector,vector_subsp,vector_strain,vector_origin_country,vector_origin_locality,vector_origin_year,vector_gen,virus,viral_lineage,viral_strain,viral_gen_bank_accession,viral_origin_locality,viral_origin_year,viral_history_passage,viral_history_freshness,exposure_route,host_exp,host_lineage_origin,diagnostic_virem,titer,titer_units,dose,dose_units,temp_o_c_reared,temp_o_c_eit,dpi,coinfected,sample_31,diagnostic_32,number_tested_33,number_positive_34,sample_35,diagnostic_36,number_tested_37,number_positive_38,sample_39,diagnostic_40,number_tested_41,number_positive_42,sample_43,diagnostic_44,number_tested_45,number_positive_46,sample_47,diagnostic_48,number_tested_49,number_positive_50
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,West Nile virus,NA,WNV-prME/SLEV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,2.4log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,1,legs,plaque assay,1,0,saliva,plaque assay,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,West Nile virus,NA,WNV-prME/SLEV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,4.8log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,4,legs,plaque assay,4,4,saliva,plaque assay,4,3,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,West Nile virus,NA,WNV-prME/SLEV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,6.1log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,19,16,legs,plaque assay,16,15,saliva,plaque assay,16,14,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,Saint Louis encephalitis virus,NA,SLEV-prME/WNV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,2.7log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,9,0,legs,plaque assay,9,0,saliva,plaque assay,9,0,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,Saint Louis encephalitis virus,NA,SLEV-prME/WNV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,5.1log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,9,1,legs,plaque assay,1,1,saliva,plaque assay,1,0,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,Saint Louis encephalitis virus,NA,SLEV-prME/WNV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,7log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,7,legs,plaque assay,7,6,saliva,plaque assay,7,6,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,F30 or later,Saint Louis encephalitis virus,NA,SLEV-prME/WNV.IC,NA,NA,NA,"BHK-21 cells, 1 passage Vero cells",fresh,bloodmeal,NA,NA,NA,7.5log10,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,11,legs,plaque assay,11,5,saliva,plaque assay,11,5,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex tarsalis,NA,Bakersfield Field Station (BFS),United States of America,"Bakersfield, Kern County, California",1952,NA,West Nile virus,NA,WNV.IC,NA,NA,NA,BHK-21 cells,"frozen, -80ºC",intrathoracic injection,NA,NA,NA,10000000,PFU/ml,1000,PFU,28°C,28°C,7,no,body,plaque assay,15,15,saliva,plaque assay,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex tarsalis,NA,Bakersfield Field Station (BFS),United States of America,"Bakersfield, Kern County, California",1952,NA,Saint Louis encephalitis virus,NA,SLEV-prME/WNV.IC,NA,NA,NA,BHK-21 cells,"frozen, -80ºC",intrathoracic injection,NA,NA,NA,10000000,PFU/ml,1000,PFU,28°C,28°C,7,no,body,plaque assay,25,21,saliva,plaque assay,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex tarsalis,NA,Bakersfield Field Station (BFS),United States of America,"Bakersfield, Kern County, California",1952,NA,Saint Louis encephalitis virus,NA,SLEV.IC,NA,NA,NA,BHK-21 cells,"frozen, -80ºC",intrathoracic injection,NA,NA,NA,10000000,PFU/ml,1000,PFU,28°C,28°C,7,no,body,plaque assay,15,12,saliva,plaque assay,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2014 Am J Trop Med Hyg,25157120,10.4269/ajtmh.14-0289,Culex tarsalis,NA,Bakersfield Field Station (BFS),United States of America,"Bakersfield, Kern County, California",1952,NA,West Nile virus,NA,WNV-prME/SLEV.IC,NA,NA,NA,BHK-21 cells,"frozen, -80ºC",intrathoracic injection,NA,NA,NA,10000000,PFU/ml,1000,PFU,28°C,28°C,7,no,body,plaque assay,24,24,saliva,plaque assay,24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.IC (NYS),NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.NYT.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.NYP.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.NYF.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.SYS.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.SYP.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.KYS.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.A’DEL.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,100000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.IC (NYS),NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,100000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.IC (NYS),NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.NYT.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.NYP.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.NYF.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.SYS.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.SYP.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.KYS.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex quinquefasciatus,NA,Sebring,United States of America,"Sebring County, Florida",1988,NA,West Nile virus,NA,WNV.A’DEL.IC,NA,NA,NA,"BHK cells, 1 passage",NA,intrathoracic injection,NA,NA,NA,1000000,PFU/ml,140,PFU,28°C,28°C,7,no,body,plaque assay,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex tarsalis,NA,Bakersfield Field Station,United States of America,"Bakersfield, Kern County, California",1952,NA,West Nile virus,NA,WNV.IC (NYS),NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maharaj et al. 2019 PLoS Negl Trop Dis,31306420,10.1371/journal.pntd.0007473,Culex tarsalis,NA,Bakersfield Field Station,United States of America,"Bakersfield, Kern County, California",1952,NA,West Nile virus,NA,WNV.NYP.IC,NA,NA,NA,"BHK cells, 1 passage",NA,bloodmeal,NA,NA,NA,5000000,PFU/ml,NA,NA,28°C,28°C,14,no,body,plaque assay,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,qRT-PCR,100,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,qRT-PCR,96,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,plaque assay,100,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Zika virus,NA,PRVABC59,KU501215,Puerto Rico,2015,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,plaque assay,96,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Chikungunya virus,NA,LR2006_OPY1,KT449801.1,Reunion Island,2006,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,qRT-PCR,98,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Chikungunya virus,NA,LR2006_OPY1,KT449801.1,Reunion Island,2006,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,qRT-PCR,100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Chikungunya virus,NA,LR2006_OPY1,KT449801.1,Reunion Island,2006,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,plaque assay,98,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miller et al. 2021 Insects,33808172,10.3390/insects12040304,Aedes aegypti,NA,Poza Rica,NA,NA,NA,NA,Chikungunya virus,NA,LR2006_OPY1,KT449801.1,Reunion Island,2006,"Vero cells, 3 passages",NA,bloodmeal,NA,NA,NA,1-5E6,PFU/ml,NA,NA,NA,NA,10-14,no,saliva,plaque assay,100,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,McM,NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,IMP,NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,57,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, Pair 1",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,40,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, Pair 2",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,33,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, Pair 2",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, Pair 3",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,39,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, Pair 4",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,76,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, Pair 4",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, Pair 5",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,56,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, Pair 5",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,35,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, Pair 6",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,67,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, Pair 6",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,62,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 181 K-E",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 181 E-K",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,32,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 214 Q-R",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 214 R-Q",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,70,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 217 M-I",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"IMP, E2 217 I-M",NA,"Imperial County, CA",2005,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mossel et al. 2013 PLoS One,23544138,10.1371/journal.pone.0060427,Culex tarsalis,NA,NA,NA,NA,NA,NA,Western equine encephalitis virus,NA,"McM, E2 224 R-K",NA,NA,1941,BHK-21 cells,"frozen, -80ºC",bloodmeal,NA,NA,NA,2E5-6,PFU/ml,NA,NA,NA,28ºC,8,no,body,CPE assay,35,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
